step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
1295,756280,10360,0.0015690332097275522,1.0,1.0,,,,,,,,,
1296,756864,10368,0.0014420037353712464,1.0,1.0,,,,,,,,,
1297,757448,10376,0.0014539227464037512,1.0,1.0,0.0016095077912421482,1.0,1.0,,,,,,
1298,758032,10384,0.001547835778701702,1.0,1.0,,,,,,,,,
1299,758616,10392,0.001507828944846975,1.0,1.0,,,,,,,,,
1300,759200,10400,0.0014986251759175405,1.0,1.0,,,,,,,,,
1301,759784,10408,0.0015899235618772605,1.0,1.0,,,,,,,,,
1302,760368,10416,0.0014142205423215938,1.0,1.0,,,,,,,,,
1303,760952,10424,0.001272633279279811,1.0,1.0,,,,,,,,,
1304,761536,10432,0.0015149667386969638,1.0,1.0,,,,,,,,,
1305,762120,10440,0.0015565823128955267,1.0,1.0,0.0014537206707797574,1.0,1.0,,,,,,
1306,762704,10448,0.0014216690525618919,1.0,1.0,,,,,,,,,
1307,763288,10456,0.001532119727053872,1.0,1.0,,,,,,,,,
1308,763872,10464,0.0015524437155265344,1.0,1.0,,,,,,,,,
1309,764456,10472,0.0015818829137128941,1.0,1.0,,,,,,,,,
1310,765040,10480,0.0015515165775711389,1.0,1.0,,,,,,,,,
1311,765624,10488,0.001463253335668314,1.0,1.0,,,,,,,,,
1312,766208,10496,0.0014192587134184832,1.0,1.0,,,,,,,,,
1313,766792,10504,0.0016364898548584912,1.0,1.0,0.0015035495321357956,1.0,1.0,,,,,,
1314,767376,10512,0.0013838820458711848,1.0,1.0,,,,,,,,,
1315,767960,10520,0.001613178216562414,1.0,1.0,,,,,,,,,
1316,768544,10528,0.0014868613651565503,1.0,1.0,,,,,,,,,
1317,769128,10536,0.001414534647688329,1.0,1.0,,,,,,,,,
1318,769712,10544,0.0013531476388030702,1.0,1.0,,,,,,,,,
1319,770296,10552,0.0014550196466937711,1.0,1.0,,,,,,,,,
1320,770880,10560,0.0014294097429678556,1.0,1.0,,,,,,,,,
1321,771464,10568,0.0014280363810765927,1.0,1.0,0.0013861980841139983,1.0,1.0,,,,,,
1322,772048,10576,0.001458015463901054,1.0,1.0,,,,,,,,,
1323,772632,10584,0.0014264239033115879,1.0,1.0,,,,,,,,,
1324,773216,10592,0.0015937443674903413,1.0,1.0,,,,,,,,,
1325,773800,10600,0.0014482290936855464,1.0,1.0,,,,,,,,,
1326,774384,10608,0.0014903516182110978,1.0,1.0,,,,,,,,,
1327,774968,10616,0.0015329165210975484,1.0,1.0,,,,,,,,,
1328,775552,10624,0.0014374494506190088,1.0,1.0,,,,,,,,,
1329,776136,10632,0.0016572538380287484,1.0,1.0,0.001397484702802259,1.0,1.0,,,,,,
1330,776720,10640,0.001546423096560711,1.0,1.0,,,,,,,,,
1331,777304,10648,0.0013815556263798276,1.0,1.0,,,,,,,,,
1332,777888,10656,0.0013209697428179191,1.0,1.0,,,,,,,,,
1333,778472,10664,0.0014394063647915189,1.0,1.0,,,,,,,,,
1334,779056,10672,0.001423467555224721,1.0,1.0,,,,,,,,,
1335,779640,10680,0.0014077346908092543,1.0,1.0,,,,,,,,,
1336,780224,10688,0.0015510720564514832,1.0,1.0,,,,,,,,,
1337,780808,10696,0.0014478763503504974,1.0,1.0,0.0015718546584550788,1.0,1.0,,,,,,
1338,781392,10704,0.0015520742276027696,1.0,1.0,,,,,,,,,
1339,781976,10712,0.0014910974326323107,1.0,1.0,,,,,,,,,
1340,782560,10720,0.0016460572428230414,1.0,1.0,,,,,,,,,
1341,783144,10728,0.0015355739931789268,1.0,1.0,,,,,,,,,
1342,783728,10736,0.0014437229236072145,1.0,1.0,,,,,,,,,
1343,784312,10744,0.0014296370518902663,1.0,1.0,,,,,,,,,
1344,784896,10752,0.0015477051097263384,1.0,1.0,,,,,,,,,
1345,785480,10760,0.0015073618814415027,1.0,1.0,0.0015199341883056158,1.0,1.0,,,,,,
1346,786064,10768,0.0013006381178311392,1.0,1.0,,,,,,,,,
1347,786648,10776,0.0016156395766651914,1.0,1.0,,,,,,,,,
1348,787232,10784,0.001567848475314498,1.0,1.0,,,,,,,,,
1349,787816,10792,0.0014086161497173224,1.0,1.0,,,,,,,,,
1350,788400,10800,0.0014188896363420877,1.0,1.0,,,,,,,,,
1351,788984,10808,0.0014336986170737941,1.0,1.0,,,,,,,,,
1352,789568,10816,0.0014856767558483282,1.0,1.0,,,,,,,,,
1353,790152,10824,0.0013824366339193084,1.0,1.0,0.0014402015575921921,1.0,1.0,,,,,,
1354,790736,10832,0.0014447609352059685,1.0,1.0,,,,,,,,,
1355,791320,10840,0.0014288730150017219,1.0,1.0,,,,,,,,,
1356,791904,10848,0.0013550160806860142,1.0,1.0,,,,,,,,,
1357,792488,10856,0.0013177732704043887,1.0,1.0,,,,,,,,,
1358,793072,10864,0.0013594127899306052,1.0,1.0,,,,,,,,,
1359,793656,10872,0.0013750299201751937,1.0,1.0,,,,,,,,,
1360,794240,10880,0.001445359927536907,1.0,1.0,,,,,,,,,
1361,794824,10888,0.0015627065530052877,1.0,1.0,0.0013944129464237027,1.0,1.0,,,,,,
1362,795408,10896,0.001505721596881644,1.0,1.0,,,,,,,,,
1363,795992,10904,0.0014434333146907197,1.0,1.0,,,,,,,,,
1364,796576,10912,0.0015275830044164402,1.0,1.0,,,,,,,,,
1365,797160,10920,0.0014880503815852453,1.0,1.0,,,,,,,,,
1366,797744,10928,0.001426362580064354,1.0,1.0,,,,,,,,,
1367,798328,10936,0.0013220010343284174,1.0,1.0,,,,,,,,,
1368,798912,10944,0.001512810843931246,1.0,1.0,,,,,,,,,
1369,799496,10952,0.001531144475850748,1.0,1.0,0.0015353241291459993,1.0,1.0,,,,,,
1370,800080,10960,0.0014886799446267793,1.0,1.0,,,,,,,,,
1371,800664,10968,0.0014166204145762446,1.0,1.0,,,,,,,,,
1372,801248,10976,0.001349302036176067,1.0,1.0,,,,,,,,,
1373,801832,10984,0.0014614499259191455,1.0,1.0,,,,,,,,,
1374,802416,10992,0.0014305564647377536,1.0,1.0,,,,,,,,,
1375,803000,11000,0.001423535949357106,1.0,1.0,,,,,,,,,
1376,803584,11008,0.0013314430315628084,1.0,1.0,,,,,,,,,
1377,804168,11016,0.0014293759754583214,1.0,1.0,0.0015590937596984546,1.0,1.0,,,,,,
1378,804752,11024,0.0015511514354377733,1.0,1.0,,,,,,,,,
1379,805336,11032,0.0014153201193945536,1.0,1.0,,,,,,,,,
1380,805920,11040,0.001654887601742426,1.0,1.0,,,,,,,,,
1381,806504,11048,0.0012900482849308136,1.0,1.0,,,,,,,,,
1382,807088,11056,0.0015136865457908199,1.0,1.0,,,,,,,,,
1383,807672,11064,0.0013455865156328072,1.0,1.0,,,,,,,,,
1384,808256,11072,0.001391066299473344,1.0,1.0,,,,,,,,,
1385,808840,11080,0.0013745738709324863,1.0,1.0,0.0013987389493937514,1.0,1.0,,,,,,
1386,809424,11088,0.0015125134377748698,1.0,1.0,,,,,,,,,
1387,810008,11096,0.0014475605107158555,1.0,1.0,,,,,,,,,
1388,810592,11104,0.001350008835485261,1.0,1.0,,,,,,,,,
1389,811176,11112,0.0016699576932579913,1.0,1.0,,,,,,,,,
1390,811760,11120,0.001474360740617315,1.0,1.0,,,,,,,,,
1391,812344,11128,0.0013813865829907274,1.0,1.0,,,,,,,,,
1392,812928,11136,0.001518794887772079,1.0,1.0,,,,,,,,,
1393,813512,11144,0.0015735749717689866,1.0,1.0,0.0013840872820421013,1.0,1.0,,,,,,
1394,814096,11152,0.0014928659998095278,1.0,1.0,,,,,,,,,
1395,814680,11160,0.0014516232751845882,1.0,1.0,,,,,,,,,
1396,815264,11168,0.0013319402228741295,1.0,1.0,,,,,,,,,
1397,815848,11176,0.0015394702705982548,1.0,1.0,,,,,,,,,
1398,816432,11184,0.0014160833300142807,1.0,1.0,,,,,,,,,
1399,817016,11192,0.0013037255134496267,1.0,1.0,,,,,,,,,
1400,817600,11200,0.0014118686247843874,1.0,1.0,,,,,,,,,
1401,818184,11208,0.0014233755921928507,1.0,1.0,0.0014859935418711043,1.0,1.0,,,,,,
1402,818768,11216,0.0015526137308079383,1.0,1.0,,,,,,,,,
1403,819352,11224,0.0013997407463746793,1.0,1.0,,,,,,,,,
1404,819936,11232,0.0015201089473578376,1.0,1.0,,,,,,,,,
1405,820520,11240,0.0014422096420917318,1.0,1.0,,,,,,,,,
1406,821104,11248,0.0015012368889801737,1.0,1.0,,,,,,,,,
1407,821688,11256,0.001730962583876418,1.0,1.0,,,,,,,,,
1408,822272,11264,0.0014497548919464483,1.0,1.0,,,,,,,,,
1409,822856,11272,0.0014381932404687289,1.0,1.0,0.001361344324572008,1.0,1.0,,,,,,
1410,823440,11280,0.0013972978877755053,1.0,1.0,,,,,,,,,
1411,824024,11288,0.0014333616840880923,1.0,1.0,,,,,,,,,
1412,824608,11296,0.001419719915436328,1.0,1.0,,,,,,,,,
1413,825192,11304,0.0015048006541207534,1.0,1.0,,,,,,,,,
1414,825776,11312,0.0014695266169156315,1.0,1.0,,,,,,,,,
1415,826360,11320,0.0014152075023520934,1.0,1.0,,,,,,,,,
1416,826944,11328,0.0014120439506016377,1.0,1.0,,,,,,,,,
1417,827528,11336,0.0013458392209696546,1.0,1.0,0.00130713733008172,1.0,1.0,,,,,,
1418,828112,11344,0.0013521002191485287,1.0,1.0,,,,,,,,,
1419,828696,11352,0.001318652888930848,1.0,1.0,,,,,,,,,
1420,829280,11360,0.0013305122691007773,1.0,1.0,,,,,,,,,
1421,829864,11368,0.0014254480392454421,1.0,1.0,,,,,,,,,
1422,830448,11376,0.0014099944309594926,1.0,1.0,,,,,,,,,
1423,831032,11384,0.0015009703002763677,1.0,1.0,,,,,,,,,
1424,831616,11392,0.0016105016201847582,1.0,1.0,,,,,,,,,
1425,832200,11400,0.0013488174750463768,1.0,1.0,0.001434559822762742,1.0,1.0,,,,,,
1426,832784,11408,0.0014214113466365923,1.0,1.0,,,,,,,,,
1427,833368,11416,0.0013457657465781323,1.0,1.0,,,,,,,,,
1428,833952,11424,0.0015146456405207382,1.0,1.0,,,,,,,,,
1429,834536,11432,0.0014242557540263018,1.0,1.0,,,,,,,,,
1430,835120,11440,0.0014293384845073713,1.0,1.0,,,,,,,,,
1431,835704,11448,0.0016706392368770187,1.0,1.0,,,,,,,,,
1432,836288,11456,0.001465311236459137,1.0,1.0,,,,,,,,,
1433,836872,11464,0.0014592833587071929,1.0,1.0,0.0016116658912582417,1.0,1.0,,,,,,
1434,837456,11472,0.001477692042783232,1.0,1.0,,,,,,,,,
1435,838040,11480,0.0015505204949540206,1.0,1.0,,,,,,,,,
1436,838624,11488,0.0015413708103252284,1.0,1.0,,,,,,,,,
1437,839208,11496,0.0014108218104492791,1.0,1.0,,,,,,,,,
1438,839792,11504,0.0013284592071822173,1.0,1.0,,,,,,,,,
1439,840376,11512,0.0013295444093189544,1.0,1.0,,,,,,,,,
1440,840960,11520,0.0014944236427293295,1.0,1.0,,,,,,,,,
1441,841544,11528,0.0013804139137800014,1.0,1.0,0.0014997095502389988,1.0,1.0,,,,,,
1442,842128,11536,0.0020975538488636064,1.0,1.0,,,,,,,,,
1443,842712,11544,0.0014277220102548562,1.0,1.0,,,,,,,,,
1444,843296,11552,0.0021659197460900054,1.0,1.0,,,,,,,,,
1445,843880,11560,0.0014631983824824368,1.0,1.0,,,,,,,,,
1446,844464,11568,0.001457881357671247,1.0,1.0,,,,,,,,,
1447,845048,11576,0.0014258185647608823,1.0,1.0,,,,,,,,,
1448,845632,11584,0.0015249384692181827,1.0,1.0,,,,,,,,,
1449,846216,11592,0.0016629753536637477,1.0,1.0,0.001380306546547065,1.0,1.0,,,,,,
1450,846800,11600,0.0014149379965027304,1.0,1.0,,,,,,,,,
1451,847384,11608,0.0014692326636692636,1.0,1.0,,,,,,,,,
1452,847968,11616,0.001500001445318612,1.0,1.0,,,,,,,,,
1453,848552,11624,0.0013838805839694944,1.0,1.0,,,,,,,,,
1454,849136,11632,0.001574593593119188,1.0,1.0,,,,,,,,,
1455,849720,11640,0.0014078684009847147,1.0,1.0,,,,,,,,,
1456,850304,11648,0.0015325829435321502,1.0,1.0,,,,,,,,,
1457,850888,11656,0.0014628637208969723,1.0,1.0,0.0014242079004348133,1.0,1.0,,,,,,
1458,851472,11664,0.00140649407319845,1.0,1.0,,,,,,,,,
1459,852056,11672,0.0013414288705704336,1.0,1.0,,,,,,,,,
1460,852640,11680,0.001375448626267429,1.0,1.0,,,,,,,,,
1461,853224,11688,0.0013800792864872076,1.0,1.0,,,,,,,,,
1462,853808,11696,0.0014536884035334808,1.0,1.0,,,,,,,,,
1463,854392,11704,0.0013471463285984787,1.0,1.0,,,,,,,,,
1464,854976,11712,0.0014386282423886813,1.0,1.0,,,,,,,,,
1465,855560,11720,0.0014908197735944602,1.0,1.0,0.0014888936331179676,1.0,1.0,,,,,,
1466,856144,11728,0.0014179571919731378,1.0,1.0,,,,,,,,,
1467,856728,11736,0.0015100284719135675,1.0,1.0,,,,,,,,,
1468,857312,11744,0.0015383499513916279,1.0,1.0,,,,,,,,,
1469,857896,11752,0.0014455318440172468,1.0,1.0,,,,,,,,,
1470,858480,11760,0.0014240824655739825,1.0,1.0,,,,,,,,,
1471,859064,11768,0.001634296617084661,1.0,1.0,,,,,,,,,
1472,859648,11776,0.0013648182959577868,1.0,1.0,,,,,,,,,
1473,860232,11784,0.0014131836811330403,1.0,1.0,0.0012580068469031796,1.0,1.0,,,,,,
1474,860816,11792,0.001638724150287371,1.0,1.0,,,,,,,,,
1475,861400,11800,0.0014776926626326652,1.0,1.0,,,,,,,,,
1476,861984,11808,0.0014483411334512317,1.0,1.0,,,,,,,,,
1477,862568,11816,0.0014172395630300354,1.0,1.0,,,,,,,,,
1478,863152,11824,0.00137056200627093,1.0,1.0,,,,,,,,,
1479,863736,11832,0.0014358786490540432,1.0,1.0,,,,,,,,,
1480,864320,11840,0.0013869663630992437,1.0,1.0,,,,,,,,,
1481,864904,11848,0.0014812969856790412,1.0,1.0,0.0012902619968349605,1.0,1.0,,,,,,
1482,865488,11856,0.0013185108378844202,1.0,1.0,,,,,,,,,
1483,866072,11864,0.001445854298241202,1.0,1.0,,,,,,,,,
1484,866656,11872,0.0013873123340881958,1.0,1.0,,,,,,,,,
1485,867240,11880,0.0013678611287123144,1.0,1.0,,,,,,,,,
1486,867824,11888,0.0015755575602796747,1.0,1.0,,,,,,,,,
1487,868408,11896,0.0015378999701843032,1.0,1.0,,,,,,,,,
1488,868992,11904,0.0015221033656081405,1.0,1.0,,,,,,,,,
1489,869576,11912,0.0013993561340844476,1.0,1.0,0.0014523248878284523,1.0,1.0,,,,,,
1490,870160,11920,0.0015110703227459927,1.0,1.0,,,,,,,,,
1491,870744,11928,0.0014303473780695342,1.0,1.0,,,,,,,,,
1492,871328,11936,0.0016184052230927724,1.0,1.0,,,,,,,,,
1493,871912,11944,0.0012870637286608586,1.0,1.0,,,,,,,,,
1494,872496,11952,0.0014608729109400018,1.0,1.0,,,,,,,,,
1495,873080,11960,0.0013208915277498512,1.0,1.0,,,,,,,,,
1496,873664,11968,0.001365345063728567,1.0,1.0,,,,,,,,,
1497,874248,11976,0.0014012844238817015,1.0,1.0,0.0015009609261445918,1.0,1.0,,,,,,
1498,874832,11984,0.001442365780707089,1.0,1.0,,,,,,,,,
1499,875416,11992,0.001503723971527917,1.0,1.0,,,,,,,,,
1500,876000,12000,0.0014216847466184746,1.0,1.0,,,,,,,,,
1501,876584,12008,0.0015247284746514479,1.0,1.0,,,,,,,,,
1502,877168,12016,0.0013703568701913327,1.0,1.0,,,,,,,,,
1503,877752,12024,0.0015827714209300662,1.0,1.0,,,,,,,,,
1504,878336,12032,0.0014393525493178495,1.0,1.0,,,,,,,,,
1505,878920,12040,0.0014850919924941704,1.0,1.0,0.001299237447792076,1.0,1.0,,,,,,
1506,879504,12048,0.0016451612511577947,1.0,1.0,,,,,,,,,
1507,880088,12056,0.0013865323475003076,1.0,1.0,,,,,,,,,
1508,880672,12064,0.0015540154151851523,1.0,1.0,,,,,,,,,
1509,881256,12072,0.0013986473513683615,1.0,1.0,,,,,,,,,
1510,881840,12080,0.0013518737794171415,1.0,1.0,,,,,,,,,
1511,882424,12088,0.00147526983313711,1.0,1.0,,,,,,,,,
1512,883008,12096,0.0014497648334195704,1.0,1.0,,,,,,,,,
1513,883592,12104,0.0014497011284224815,1.0,1.0,0.0014383837165467402,1.0,1.0,,,,,,
1514,884176,12112,0.0013983991372407138,1.0,1.0,,,,,,,,,
1515,884760,12120,0.0015578020676992198,1.0,1.0,,,,,,,,,
1516,885344,12128,0.00144341406757231,1.0,1.0,,,,,,,,,
1517,885928,12136,0.0014269608309342473,1.0,1.0,,,,,,,,,
1518,886512,12144,0.0015193014611256683,1.0,1.0,,,,,,,,,
1519,887096,12152,0.0013324583463471544,1.0,1.0,,,,,,,,,
1520,887680,12160,0.0013217614297813087,1.0,1.0,,,,,,,,,
1521,888264,12168,0.0013568250228292882,1.0,1.0,0.0013594483675176308,1.0,1.0,,,,,,
1522,888848,12176,0.0013481025009585174,1.0,1.0,,,,,,,,,
1523,889432,12184,0.00134685979992684,1.0,1.0,,,,,,,,,
1524,890016,12192,0.001455739112636558,1.0,1.0,,,,,,,,,
1525,890600,12200,0.0015054490801237998,1.0,1.0,,,,,,,,,
1526,891184,12208,0.001347699745679539,1.0,1.0,,,,,,,,,
1527,891768,12216,0.0013232951490470463,1.0,1.0,,,,,,,,,
1528,892352,12224,0.0014735357307600419,1.0,1.0,,,,,,,,,
1529,892936,12232,0.001416756335229038,1.0,1.0,0.001527706524300292,1.0,1.0,,,,,,
1530,893520,12240,0.0013965113812171195,1.0,1.0,,,,,,,,,
1531,894104,12248,0.0013530770693715765,1.0,1.0,,,,,,,,,
1532,894688,12256,0.001487079913448947,1.0,1.0,,,,,,,,,
1533,895272,12264,0.0013178489110461367,1.0,1.0,,,,,,,,,
1534,895856,12272,0.0015192976207892854,1.0,1.0,,,,,,,,,
1535,896440,12280,0.0013813099051995172,1.0,1.0,,,,,,,,,
1536,897024,12288,0.0016828853087787355,1.0,1.0,,,,,,,,,
1537,897608,12296,0.0013746322820114897,1.0,1.0,0.0013920712327400596,1.0,1.0,,,,,,
1538,898192,12304,0.0013344142564622105,1.0,1.0,,,,,,,,,
1539,898776,12312,0.0014500687792869402,1.0,1.0,,,,,,,,,
1540,899360,12320,0.0015441452539476084,1.0,1.0,,,,,,,,,
1541,899944,12328,0.0014820511640710353,1.0,1.0,,,,,,,,,
1542,900528,12336,0.0012842782493807192,1.0,1.0,,,,,,,,,
1543,901112,12344,0.001383543286078862,1.0,1.0,,,,,,,,,
1544,901696,12352,0.0013755208508784292,1.0,1.0,,,,,,,,,
1545,902280,12360,0.0012793496015885294,1.0,1.0,0.0013149087067738207,1.0,1.0,,,,,,
1546,902864,12368,0.001590758916809846,1.0,1.0,,,,,,,,,
1547,903448,12376,0.0015365958895019738,1.0,1.0,,,,,,,,,
1548,904032,12384,0.0014997745577301123,1.0,1.0,,,,,,,,,
1549,904616,12392,0.0013225692065215898,1.0,1.0,,,,,,,,,
1550,905200,12400,0.0014573689750111956,1.0,1.0,,,,,,,,,
1551,905784,12408,0.0014485771677161907,1.0,1.0,,,,,,,,,
1552,906368,12416,0.001538455227425688,1.0,1.0,,,,,,,,,
1553,906952,12424,0.001394383281621698,1.0,1.0,0.001324087548800755,1.0,1.0,,,,,,
1554,907536,12432,0.0014202199019157972,1.0,1.0,,,,,,,,,
1555,908120,12440,0.0015122131886842914,1.0,1.0,,,,,,,,,
1556,908704,12448,0.0012954449324264733,1.0,1.0,,,,,,,,,
1557,909288,12456,0.0013444787670906827,1.0,1.0,,,,,,,,,
1558,909872,12464,0.001415310303500205,1.0,1.0,,,,,,,,,
1559,910456,12472,0.0014591562526390326,1.0,1.0,,,,,,,,,
1560,911040,12480,0.0012996433359232415,1.0,1.0,,,,,,,,,
1561,911624,12488,0.0014383056539442793,1.0,1.0,0.00149208221955828,1.0,1.0,,,,,,
1562,912208,12496,0.0014262562649506004,1.0,1.0,,,,,,,,,
1563,912792,12504,0.001364945082110611,1.0,1.0,,,,,,,,,
1564,913376,12512,0.0014913473986975885,1.0,1.0,,,,,,,,,
1565,913960,12520,0.001371567148588114,1.0,1.0,,,,,,,,,
1566,914544,12528,0.001346942265757043,1.0,1.0,,,,,,,,,
1567,915128,12536,0.0013483944607697851,1.0,1.0,,,,,,,,,
1568,915712,12544,0.0014111357654832167,1.0,1.0,,,,,,,,,
1569,916296,12552,0.001348045202358258,1.0,1.0,0.0014400173770544782,1.0,1.0,,,,,,
1570,916880,12560,0.001404747086262605,1.0,1.0,,,,,,,,,
1571,917464,12568,0.0014321495268873373,1.0,1.0,,,,,,,,,
1572,918048,12576,0.0016113398494377498,1.0,1.0,,,,,,,,,
1573,918632,12584,0.0015206426094123335,1.0,1.0,,,,,,,,,
1574,919216,12592,0.0014445034152866301,1.0,1.0,,,,,,,,,
1575,919800,12600,0.0014871670682412368,1.0,1.0,,,,,,,,,
1576,920384,12608,0.0013501943799750925,1.0,1.0,,,,,,,,,
1577,920968,12616,0.0013855652210605937,1.0,1.0,0.0014135867932455574,1.0,1.0,,,,,,
1578,921552,12624,0.00140544646698081,1.0,1.0,,,,,,,,,
1579,922136,12632,0.0014927268770935334,1.0,1.0,,,,,,,,,
1580,922720,12640,0.0013817761691213193,1.0,1.0,,,,,,,,,
1581,923304,12648,0.001359073034955172,1.0,1.0,,,,,,,,,
1582,923888,12656,0.001350664052121412,1.0,1.0,,,,,,,,,
1583,924472,12664,0.001396381575902925,1.0,1.0,,,,,,,,,
1584,925056,12672,0.0015234859405500807,1.0,1.0,,,,,,,,,
1585,925640,12680,0.0015705552707381693,1.0,1.0,0.0014005820609333329,1.0,1.0,,,,,,
1586,926224,12688,0.0013629840292791703,1.0,1.0,,,,,,,,,
1587,926808,12696,0.0015007670057414991,1.0,1.0,,,,,,,,,
1588,927392,12704,0.0013845685597859575,1.0,1.0,,,,,,,,,
1589,927976,12712,0.0013402996041272568,1.0,1.0,,,,,,,,,
1590,928560,12720,0.0012614405915665522,1.0,1.0,,,,,,,,,
1591,929144,12728,0.0013300324992674727,1.0,1.0,,,,,,,,,
1592,929728,12736,0.0013628895252650803,1.0,1.0,,,,,,,,,
1593,930312,12744,0.0013255817632323809,1.0,1.0,0.0015300993628349394,1.0,1.0,,,,,,
1594,930896,12752,0.001302014615452567,1.0,1.0,,,,,,,,,
1595,931480,12760,0.0014752065097190124,1.0,1.0,,,,,,,,,
1596,932064,12768,0.0015026461356415026,1.0,1.0,,,,,,,,,
1597,932648,12776,0.0014800349101412034,1.0,1.0,,,,,,,,,
1598,933232,12784,0.0013943830443334606,1.0,1.0,,,,,,,,,
1599,933816,12792,0.0013293518481987054,1.0,1.0,,,,,,,,,
1600,934400,12800,0.0015110274190857807,1.0,1.0,,,,,,,,,
1601,934984,12808,0.0015355325965944527,1.0,1.0,0.0013503211578138935,1.0,1.0,,,,,,
1602,935568,12816,0.0013474853781960316,1.0,1.0,,,,,,,,,
1603,936152,12824,0.0014451056548187137,1.0,1.0,,,,,,,,,
1604,936736,12832,0.0013707552904402842,1.0,1.0,,,,,,,,,
1605,937320,12840,0.0014681462539820622,1.0,1.0,,,,,,,,,
1606,937904,12848,0.0013316060701162853,1.0,1.0,,,,,,,,,
1607,938488,12856,0.0013278812176826284,1.0,1.0,,,,,,,,,
1608,939072,12864,0.0013745493381943784,1.0,1.0,,,,,,,,,
1609,939656,12872,0.0014599577348258551,1.0,1.0,0.001483444206038429,1.0,1.0,,,,,,
1610,940240,12880,0.001382165766154573,1.0,1.0,,,,,,,,,
1611,940824,12888,0.0015826441559166164,1.0,1.0,,,,,,,,,
1612,941408,12896,0.0013929059148764969,1.0,1.0,,,,,,,,,
1613,941992,12904,0.0016819891609821812,1.0,1.0,,,,,,,,,
1614,942576,12912,0.001805401557776565,1.0,1.0,,,,,,,,,
1615,943160,12920,0.001372085669200041,1.0,1.0,,,,,,,,,
1616,943744,12928,0.001519961994888015,1.0,1.0,,,,,,,,,
1617,944328,12936,0.0016387522816833154,1.0,1.0,0.0014397043053302925,1.0,1.0,,,,,,
1618,944912,12944,0.0012843540094792745,1.0,1.0,,,,,,,,,
1619,945496,12952,0.0013259485374459503,1.0,1.0,,,,,,,,,
1620,946080,12960,0.0014790092980622583,1.0,1.0,,,,,,,,,
1621,946664,12968,0.001430514012763658,1.0,1.0,,,,,,,,,
1622,947248,12976,0.0014227656589359443,1.0,1.0,,,,,,,,,
1623,947832,12984,0.0014545422881971594,1.0,1.0,,,,,,,,,
1624,948416,12992,0.0013942324262143676,1.0,1.0,,,,,,,,,
1625,949000,13000,0.001393476192548755,1.0,1.0,0.001434647648734744,1.0,1.0,,,,,,
1626,949584,13008,0.0013233451849064227,1.0,1.0,,,,,,,,,
1627,950168,13016,0.001242034997306754,1.0,1.0,,,,,,,,,
1628,950752,13024,0.0013300741425953766,1.0,1.0,,,,,,,,,
1629,951336,13032,0.0014927227599596964,1.0,1.0,,,,,,,,,
1630,951920,13040,0.001372338346327908,1.0,1.0,,,,,,,,,
1631,952504,13048,0.0013572774861125838,1.0,1.0,,,,,,,,,
1632,953088,13056,0.001268071581729912,1.0,1.0,,,,,,,,,
1633,953672,13064,0.0014663203782422664,1.0,1.0,0.0013653236807573163,1.0,1.0,,,,,,
1634,954256,13072,0.0013353166513366626,1.0,1.0,,,,,,,,,
1635,954840,13080,0.0014471787405073518,1.0,1.0,,,,,,,,,
1636,955424,13088,0.0014267906876090494,1.0,1.0,,,,,,,,,
1637,956008,13096,0.0013296114077883164,1.0,1.0,,,,,,,,,
1638,956592,13104,0.0014875158079875415,1.0,1.0,,,,,,,,,
1639,957176,13112,0.0013833093591844887,1.0,1.0,,,,,,,,,
1640,957760,13120,0.0014084146440360415,1.0,1.0,,,,,,,,,
1641,958344,13128,0.0013757529768925597,1.0,1.0,0.001463550871671451,1.0,1.0,,,,,,
1642,958928,13136,0.0014862553146898093,1.0,1.0,,,,,,,,,
1643,959512,13144,0.0014018008009315114,1.0,1.0,,,,,,,,,
1644,960096,13152,0.0014499184498469456,1.0,1.0,,,,,,,,,
1645,960680,13160,0.001239577090211903,1.0,1.0,,,,,,,,,
1646,961264,13168,0.0013695318014288944,1.0,1.0,,,,,,,,,
1647,961848,13176,0.001428622105168745,1.0,1.0,,,,,,,,,
1648,962432,13184,0.001536563360098166,1.0,1.0,,,,,,,,,
1649,963016,13192,0.0013162814177667228,1.0,1.0,0.0013789425112855516,1.0,1.0,,,,,,
1650,963600,13200,0.0014240250419485208,1.0,1.0,,,,,,,,,
1651,964184,13208,0.0014614841272967145,1.0,1.0,,,,,,,,,
1652,964768,13216,0.001410295549801353,1.0,1.0,,,,,,,,,
1653,965352,13224,0.0013563992329573321,1.0,1.0,,,,,,,,,
1654,965936,13232,0.0014154495657260065,1.0,1.0,,,,,,,,,
1655,966520,13240,0.001340833312867967,1.0,1.0,,,,,,,,,
1656,967104,13248,0.0014682350728693274,1.0,1.0,,,,,,,,,
1657,967688,13256,0.0013612104204105437,1.0,1.0,0.001463794717718522,1.0,1.0,,,,,,
1658,968272,13264,0.0013510612370261211,1.0,1.0,,,,,,,,,
1659,968856,13272,0.0014851043167582695,1.0,1.0,,,,,,,,,
1660,969440,13280,0.0013302080886102411,1.0,1.0,,,,,,,,,
1661,970024,13288,0.0015745735077293834,1.0,1.0,,,,,,,,,
1662,970608,13296,0.0014446505656533356,1.0,1.0,,,,,,,,,
1663,971192,13304,0.0014285589668975114,1.0,1.0,,,,,,,,,
