step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
1784,1041856,14272,0.0014161129998653185,1.0,1.0,,,,,,,,,
1785,1042440,14280,0.001307282309868069,1.0,1.0,0.0014520582322476066,1.0,1.0,,,,,,
1786,1043024,14288,0.001327735097195765,1.0,1.0,,,,,,,,,
1787,1043608,14296,0.001504476076264476,1.0,1.0,,,,,,,,,
1788,1044192,14304,0.0013732556020042254,1.0,1.0,,,,,,,,,
1789,1044776,14312,0.0014322057047177468,1.0,1.0,,,,,,,,,
1790,1045360,14320,0.001305813187487553,1.0,1.0,,,,,,,,,
1791,1045944,14328,0.0014295493492080878,1.0,1.0,,,,,,,,,
1792,1046528,14336,0.0013630325463239233,1.0,1.0,,,,,,,,,
1793,1047112,14344,0.0013062463136951478,1.0,1.0,0.0014168319784130508,1.0,1.0,,,,,,
1794,1047696,14352,0.0013701024010946898,1.0,1.0,,,,,,,,,
1795,1048280,14360,0.0014715267232088328,1.0,1.0,,,,,,,,,
1796,1048864,14368,0.0014001526846962186,1.0,1.0,,,,,,,,,
1797,1049448,14376,0.0013455705026338156,1.0,1.0,,,,,,,,,
1798,1050032,14384,0.0013640500643529356,1.0,1.0,,,,,,,,,
1799,1050616,14392,0.0013813681736705007,1.0,1.0,,,,,,,,,
1800,1051200,14400,0.0013585885837231653,1.0,1.0,,,,,,,,,
1801,1051784,14408,0.0013103238617828638,1.0,1.0,0.0013222065263480845,1.0,1.0,,,,,,
1802,1052368,14416,0.0013257011454784117,1.0,1.0,,,,,,,,,
1803,1052952,14424,0.0013053402315570681,1.0,1.0,,,,,,,,,
1804,1053536,14432,0.001448775627738954,1.0,1.0,,,,,,,,,
1805,1054120,14440,0.0013351481946104777,1.0,1.0,,,,,,,,,
1806,1054704,14448,0.0013338046893618335,1.0,1.0,,,,,,,,,
1807,1055288,14456,0.0012803781556305588,1.0,1.0,,,,,,,,,
1808,1055872,14464,0.0014679868595870618,1.0,1.0,,,,,,,,,
1809,1056456,14472,0.0013026825605093261,1.0,1.0,0.0014301917922212748,1.0,1.0,,,,,,
1810,1057040,14480,0.0014031852027230828,1.0,1.0,,,,,,,,,
1811,1057624,14488,0.0014088419887840061,1.0,1.0,,,,,,,,,
1812,1058208,14496,0.0013874087664271586,1.0,1.0,,,,,,,,,
1813,1058792,14504,0.001525730588594244,1.0,1.0,,,,,,,,,
1814,1059376,14512,0.0013204420416648107,1.0,1.0,,,,,,,,,
1815,1059960,14520,0.0013535321732509676,1.0,1.0,,,,,,,,,
1816,1060544,14528,0.001376178138797353,1.0,1.0,,,,,,,,,
1817,1061128,14536,0.0014224894313538685,1.0,1.0,0.001306835076379696,1.0,1.0,,,,,,
1818,1061712,14544,0.0015707019852080712,1.0,1.0,,,,,,,,,
1819,1062296,14552,0.001443282201449539,1.0,1.0,,,,,,,,,
1820,1062880,14560,0.0013648574139452634,1.0,1.0,,,,,,,,,
1821,1063464,14568,0.00127943980250071,1.0,1.0,,,,,,,,,
1822,1064048,14576,0.0014135402881341116,1.0,1.0,,,,,,,,,
1823,1064632,14584,0.0015515820642169073,1.0,1.0,,,,,,,,,
1824,1065216,14592,0.001364931523436301,1.0,1.0,,,,,,,,,
1825,1065800,14600,0.0015230799773283997,1.0,1.0,0.0013229398073418845,1.0,1.0,,,,,,
1826,1066384,14608,0.0014403864430115585,1.0,1.0,,,,,,,,,
1827,1066968,14616,0.0013644560787599404,1.0,1.0,,,,,,,,,
1828,1067552,14624,0.001459811243981955,1.0,1.0,,,,,,,,,
1829,1068136,14632,0.0013656793395347066,1.0,1.0,,,,,,,,,
1830,1068720,14640,0.0013832316815807514,1.0,1.0,,,,,,,,,
1831,1069304,14648,0.0013765373458497958,1.0,1.0,,,,,,,,,
1832,1069888,14656,0.0013771626895969528,1.0,1.0,,,,,,,,,
1833,1070472,14664,0.0014457164530847343,1.0,1.0,0.0013297312308281838,1.0,1.0,,,,,,
1834,1071056,14672,0.001366765832169917,1.0,1.0,,,,,,,,,
1835,1071640,14680,0.0013887467330299945,1.0,1.0,,,,,,,,,
1836,1072224,14688,0.001617781768734887,1.0,1.0,,,,,,,,,
1837,1072808,14696,0.0013352333012549421,1.0,1.0,,,,,,,,,
1838,1073392,14704,0.0013293345325386496,1.0,1.0,,,,,,,,,
1839,1073976,14712,0.0014411796328174247,1.0,1.0,,,,,,,,,
1840,1074560,14720,0.0013947845784560927,1.0,1.0,,,,,,,,,
1841,1075144,14728,0.0013655054510677664,1.0,1.0,0.0013221206301087867,1.0,1.0,,,,,,
1842,1075728,14736,0.0013456109087577979,1.0,1.0,,,,,,,,,
1843,1076312,14744,0.00149290686266818,1.0,1.0,,,,,,,,,
1844,1076896,14752,0.0013822691087209708,1.0,1.0,,,,,,,,,
1845,1077480,14760,0.0013323531525553042,1.0,1.0,,,,,,,,,
1846,1078064,14768,0.0013732412764959092,1.0,1.0,,,,,,,,,
1847,1078648,14776,0.0013514409207518914,1.0,1.0,,,,,,,,,
1848,1079232,14784,0.0013377299604669386,1.0,1.0,,,,,,,,,
1849,1079816,14792,0.0013076474121207187,1.0,1.0,0.0013026982826181447,1.0,1.0,,,,,,
1850,1080400,14800,0.0013060264549682318,1.0,1.0,,,,,,,,,
1851,1080984,14808,0.0014107548820993386,1.0,1.0,,,,,,,,,
1852,1081568,14816,0.0013800001843097271,1.0,1.0,,,,,,,,,
1853,1082152,14824,0.0014272670240027098,1.0,1.0,,,,,,,,,
1854,1082736,14832,0.001321241621898891,1.0,1.0,,,,,,,,,
1855,1083320,14840,0.0013740270348586838,1.0,1.0,,,,,,,,,
1856,1083904,14848,0.0014988385472006224,1.0,1.0,,,,,,,,,
1857,1084488,14856,0.0013339213869027757,1.0,1.0,0.00137570802157202,1.0,1.0,,,,,,
1858,1085072,14864,0.0014379832011379829,1.0,1.0,,,,,,,,,
1859,1085656,14872,0.0013757539762838495,1.0,1.0,,,,,,,,,
1860,1086240,14880,0.0013471530648988229,1.0,1.0,,,,,,,,,
1861,1086824,14888,0.0013078569729873676,1.0,1.0,,,,,,,,,
1862,1087408,14896,0.001463671841878465,1.0,1.0,,,,,,,,,
1863,1087992,14904,0.0014158416287720764,1.0,1.0,,,,,,,,,
1864,1088576,14912,0.0014522459314159479,1.0,1.0,,,,,,,,,
1865,1089160,14920,0.0013675066643524462,1.0,1.0,0.0014119393987749903,1.0,1.0,,,,,,
1866,1089744,14928,0.0012934341296523184,1.0,1.0,,,,,,,,,
1867,1090328,14936,0.0013536073133548667,1.0,1.0,,,,,,,,,
1868,1090912,14944,0.0013185403831193574,1.0,1.0,,,,,,,,,
1869,1091496,14952,0.0013191887589748578,1.0,1.0,,,,,,,,,
1870,1092080,14960,0.00139911951000796,1.0,1.0,,,,,,,,,
1871,1092664,14968,0.0013148583691442845,1.0,1.0,,,,,,,,,
1872,1093248,14976,0.0013260874651280156,1.0,1.0,,,,,,,,,
1873,1093832,14984,0.0015007509972916615,1.0,1.0,0.0013816594475451302,1.0,1.0,,,,,,
1874,1094416,14992,0.0015031143923686515,1.0,1.0,,,,,,,,,
1875,1095000,15000,0.0014363701044791002,1.0,1.0,,,,,,,,,
1876,1095584,15008,0.0013882304279265604,1.0,1.0,,,,,,,,,
1877,1096168,15016,0.001363771552553219,1.0,1.0,,,,,,,,,
1878,1096752,15024,0.0014090259152624044,1.0,1.0,,,,,,,,,
1879,1097336,15032,0.0014428197715057568,1.0,1.0,,,,,,,,,
1880,1097920,15040,0.0014665529510841406,1.0,1.0,,,,,,,,,
1881,1098504,15048,0.0014910797692656217,1.0,1.0,0.0014087995211031757,1.0,1.0,,,,,,
1882,1099088,15056,0.0014094292167600793,1.0,1.0,,,,,,,,,
1883,1099672,15064,0.0013619809576224334,1.0,1.0,,,,,,,,,
1884,1100256,15072,0.0013360588333651236,1.0,1.0,,,,,,,,,
1885,1100840,15080,0.0013845457492175988,1.0,1.0,,,,,,,,,
1886,1101424,15088,0.0013371328453097092,1.0,1.0,,,,,,,,,
1887,1102008,15096,0.001356227675950756,1.0,1.0,,,,,,,,,
1888,1102592,15104,0.0013957848226258994,1.0,1.0,,,,,,,,,
1889,1103176,15112,0.0013557611516832897,1.0,1.0,0.0014743574291359084,1.0,1.0,,,,,,
1890,1103760,15120,0.0013329740612227545,1.0,1.0,,,,,,,,,
1891,1104344,15128,0.001270193318187514,1.0,1.0,,,,,,,,,
1892,1104928,15136,0.0014591449093507688,1.0,1.0,,,,,,,,,
1893,1105512,15144,0.0012824025450188753,1.0,1.0,,,,,,,,,
1894,1106096,15152,0.0013060939650552331,1.0,1.0,,,,,,,,,
1895,1106680,15160,0.0015321208833862618,1.0,1.0,,,,,,,,,
1896,1107264,15168,0.001405359191192058,1.0,1.0,,,,,,,,,
1897,1107848,15176,0.0014988368497330672,1.0,1.0,0.0015861741493734271,1.0,1.0,,,,,,
1898,1108432,15184,0.0013291418812668365,1.0,1.0,,,,,,,,,
1899,1109016,15192,0.00135167149570448,1.0,1.0,,,,,,,,,
1900,1109600,15200,0.0013644980446520616,1.0,1.0,,,,,,,,,
1901,1110184,15208,0.0013838722533726373,1.0,1.0,,,,,,,,,
1902,1110768,15216,0.0013306112301588078,1.0,1.0,,,,,,,,,
1903,1111352,15224,0.0014304731104658223,1.0,1.0,,,,,,,,,
1904,1111936,15232,0.0013189883940882157,1.0,1.0,,,,,,,,,
1905,1112520,15240,0.0013027458631756845,1.0,1.0,0.001337231335214349,1.0,1.0,,,,,,
1906,1113104,15248,0.001315187226882383,1.0,1.0,,,,,,,,,
1907,1113688,15256,0.0015504416567808496,1.0,1.0,,,,,,,,,
1908,1114272,15264,0.0014649721328303638,1.0,1.0,,,,,,,,,
1909,1114856,15272,0.0013751574979444779,1.0,1.0,,,,,,,,,
1910,1115440,15280,0.0013419888765631724,1.0,1.0,,,,,,,,,
1911,1116024,15288,0.0013320990730390876,1.0,1.0,,,,,,,,,
1912,1116608,15296,0.001400780497259981,1.0,1.0,,,,,,,,,
1913,1117192,15304,0.001402367878876606,1.0,1.0,0.001412646833976194,1.0,1.0,,,,,,
1914,1117776,15312,0.0012957757317820747,1.0,1.0,,,,,,,,,
1915,1118360,15320,0.001272959742028281,1.0,1.0,,,,,,,,,
1916,1118944,15328,0.001424556223316819,1.0,1.0,,,,,,,,,
1917,1119528,15336,0.0013982463443099706,1.0,1.0,,,,,,,,,
1918,1120112,15344,0.0014658534504712506,1.0,1.0,,,,,,,,,
1919,1120696,15352,0.001330665230126435,1.0,1.0,,,,,,,,,
1920,1121280,15360,0.0013464155023370416,1.0,1.0,,,,,,,,,
1921,1121864,15368,0.0014366898351447562,1.0,1.0,0.00134073419154,1.0,1.0,,,,,,
1922,1122448,15376,0.0012998119322428794,1.0,1.0,,,,,,,,,
1923,1123032,15384,0.0013422522493043993,1.0,1.0,,,,,,,,,
1924,1123616,15392,0.0013928426503807137,1.0,1.0,,,,,,,,,
1925,1124200,15400,0.0013561759434155807,1.0,1.0,,,,,,,,,
1926,1124784,15408,0.0014635456514314497,1.0,1.0,,,,,,,,,
1927,1125368,15416,0.0012825711203952649,1.0,1.0,,,,,,,,,
1928,1125952,15424,0.0012730692356272676,1.0,1.0,,,,,,,,,
1929,1126536,15432,0.0013021584831237755,1.0,1.0,0.0014459394598106744,1.0,1.0,,,,,,
1930,1127120,15440,0.0013549769669551769,1.0,1.0,,,,,,,,,
1931,1127704,15448,0.001342012713410689,1.0,1.0,,,,,,,,,
1932,1128288,15456,0.0013059955313460174,1.0,1.0,,,,,,,,,
1933,1128872,15464,0.0013744839851356555,1.0,1.0,,,,,,,,,
1934,1129456,15472,0.0014188039864853656,1.0,1.0,,,,,,,,,
1935,1130040,15480,0.001315989372396958,1.0,1.0,,,,,,,,,
1936,1130624,15488,0.001344128555325103,1.0,1.0,,,,,,,,,
1937,1131208,15496,0.0014113120620900658,1.0,1.0,0.0013670386429431721,1.0,1.0,,,,,,
1938,1131792,15504,0.0014725726126080757,1.0,1.0,,,,,,,,,
1939,1132376,15512,0.0013497894979182749,1.0,1.0,,,,,,,,,
1940,1132960,15520,0.0014862165635894673,1.0,1.0,,,,,,,,,
1941,1133544,15528,0.0013624942738094715,1.0,1.0,,,,,,,,,
1942,1134128,15536,0.0013799243262258,1.0,1.0,,,,,,,,,
1943,1134712,15544,0.001321108636331788,1.0,1.0,,,,,,,,,
1944,1135296,15552,0.0014116943045032078,1.0,1.0,,,,,,,,,
1945,1135880,15560,0.0013437001309540679,1.0,1.0,0.0013664486490706925,1.0,1.0,,,,,,
1946,1136464,15568,0.0013858206759670498,1.0,1.0,,,,,,,,,
1947,1137048,15576,0.0013213168564089302,1.0,1.0,,,,,,,,,
1948,1137632,15584,0.0012825240835773292,1.0,1.0,,,,,,,,,
1949,1138216,15592,0.0015162338972731862,1.0,1.0,,,,,,,,,
1950,1138800,15600,0.0014154352188433161,1.0,1.0,,,,,,,,,
1951,1139384,15608,0.0014172587653000117,1.0,1.0,,,,,,,,,
1952,1139968,15616,0.0013306034851962452,1.0,1.0,,,,,,,,,
1953,1140552,15624,0.001324185407542082,1.0,1.0,0.00129584257147469,1.0,1.0,,,,,,
1954,1141136,15632,0.001259596562931414,1.0,1.0,,,,,,,,,
1955,1141720,15640,0.0015469952023635508,1.0,1.0,,,,,,,,,
1956,1142304,15648,0.0013298868307342973,1.0,1.0,,,,,,,,,
1957,1142888,15656,0.0014554480762863876,1.0,1.0,,,,,,,,,
1958,1143472,15664,0.0013150404614544935,1.0,1.0,,,,,,,,,
1959,1144056,15672,0.0013567589130465071,1.0,1.0,,,,,,,,,
1960,1144640,15680,0.0013740480485898644,1.0,1.0,,,,,,,,,
1961,1145224,15688,0.0013577127639968342,1.0,1.0,0.001379992507625759,1.0,1.0,,,,,,
1962,1145808,15696,0.0012454651180629954,1.0,1.0,,,,,,,,,
1963,1146392,15704,0.0013196201014969097,1.0,1.0,,,,,,,,,
1964,1146976,15712,0.0013283406311152706,1.0,1.0,,,,,,,,,
1965,1147560,15720,0.0013748875826761246,1.0,1.0,,,,,,,,,
1966,1148144,15728,0.0013662298118587795,1.0,1.0,,,,,,,,,
1967,1148728,15736,0.0014133456529998682,1.0,1.0,,,,,,,,,
1968,1149312,15744,0.0013326935986340425,1.0,1.0,,,,,,,,,
1969,1149896,15752,0.0014500094408465408,1.0,1.0,0.0013018888677045254,1.0,1.0,,,,,,
1970,1150480,15760,0.0013276275840093672,1.0,1.0,,,,,,,,,
1971,1151064,15768,0.001259365271861604,1.0,1.0,,,,,,,,,
1972,1151648,15776,0.001322787264424234,1.0,1.0,,,,,,,,,
1973,1152232,15784,0.0013532447183936076,1.0,1.0,,,,,,,,,
1974,1152816,15792,0.0014133387917271277,1.0,1.0,,,,,,,,,
1975,1153400,15800,0.0012481595783047981,1.0,1.0,,,,,,,,,
1976,1153984,15808,0.0013738446335943,1.0,1.0,,,,,,,,,
1977,1154568,15816,0.0013643548058985874,1.0,1.0,0.0014773226952308548,1.0,1.0,,,,,,
1978,1155152,15824,0.0013910614374871338,1.0,1.0,,,,,,,,,
1979,1155736,15832,0.0013083767355378888,1.0,1.0,,,,,,,,,
1980,1156320,15840,0.0013135533353963516,1.0,1.0,,,,,,,,,
1981,1156904,15848,0.0013175392724659772,1.0,1.0,,,,,,,,,
1982,1157488,15856,0.0013434060245862414,1.0,1.0,,,,,,,,,
1983,1158072,15864,0.0014114184755000952,1.0,1.0,,,,,,,,,
1984,1158656,15872,0.0014443295312997666,1.0,1.0,,,,,,,,,
1985,1159240,15880,0.001353188574969971,1.0,1.0,0.0013234115492213566,1.0,1.0,,,,,,
1986,1159824,15888,0.0013300760714248126,1.0,1.0,,,,,,,,,
1987,1160408,15896,0.0013925965677511866,1.0,1.0,,,,,,,,,
1988,1160992,15904,0.0013690172073351397,1.0,1.0,,,,,,,,,
1989,1161576,15912,0.0013800355215161297,1.0,1.0,,,,,,,,,
1990,1162160,15920,0.001266684225723894,1.0,1.0,,,,,,,,,
1991,1162744,15928,0.0012565026890033867,1.0,1.0,,,,,,,,,
1992,1163328,15936,0.0013309719933242094,1.0,1.0,,,,,,,,,
1993,1163912,15944,0.0012712706123918051,1.0,1.0,0.0014392003951544286,1.0,1.0,,,,,,
1994,1164496,15952,0.0012824640000646218,1.0,1.0,,,,,,,,,
1995,1165080,15960,0.0013267968420934914,1.0,1.0,,,,,,,,,
1996,1165664,15968,0.001370625746462433,1.0,1.0,,,,,,,,,
1997,1166248,15976,0.0013074640925866286,1.0,1.0,,,,,,,,,
1998,1166832,15984,0.0013466604150382407,1.0,1.0,,,,,,,,,
1999,1167416,15992,0.001501173741905284,1.0,1.0,,,,,,,,,
2000,1168000,16000,0.0014582058753579029,1.0,1.0,,,,,,,,,
2001,1168584,16008,0.0013747810985088884,1.0,1.0,0.0013940637483231615,1.0,1.0,,,,,,
2002,1169168,16016,0.0014350169896425514,1.0,1.0,,,,,,,,,
2003,1169752,16024,0.0013305444950445456,1.0,1.0,,,,,,,,,
2004,1170336,16032,0.0014589114013462553,1.0,1.0,,,,,,,,,
2005,1170920,16040,0.0013763022043259895,1.0,1.0,,,,,,,,,
2006,1171504,16048,0.00134177023042858,1.0,1.0,,,,,,,,,
2007,1172088,16056,0.0014554826432160255,1.0,1.0,,,,,,,,,
2008,1172672,16064,0.0012746335851331085,1.0,1.0,,,,,,,,,
2009,1173256,16072,0.001307461966952553,1.0,1.0,0.0013599744025012408,1.0,1.0,,,,,,
2010,1173840,16080,0.0013116729669050463,1.0,1.0,,,,,,,,,
2011,1174424,16088,0.00121779101076782,1.0,1.0,,,,,,,,,
2012,1175008,16096,0.0013630046966383199,1.0,1.0,,,,,,,,,
2013,1175592,16104,0.0013113415576870235,1.0,1.0,,,,,,,,,
2014,1176176,16112,0.0013685893641634966,1.0,1.0,,,,,,,,,
2015,1176760,16120,0.001431491372755848,1.0,1.0,,,,,,,,,
2016,1177344,16128,0.0013822025178002858,1.0,1.0,,,,,,,,,
2017,1177928,16136,0.0013761923014075992,1.0,1.0,0.0013884725157248575,1.0,1.0,,,,,,
2018,1178512,16144,0.0013568374012664208,1.0,1.0,,,,,,,,,
2019,1179096,16152,0.0013390219788345825,1.0,1.0,,,,,,,,,
2020,1179680,16160,0.0013489991782787017,1.0,1.0,,,,,,,,,
2021,1180264,16168,0.001461801563341169,1.0,1.0,,,,,,,,,
2022,1180848,16176,0.00128024867811486,1.0,1.0,,,,,,,,,
2023,1181432,16184,0.0012928229034565612,1.0,1.0,,,,,,,,,
2024,1182016,16192,0.0013861201889860005,1.0,1.0,,,,,,,,,
2025,1182600,16200,0.001361600895922529,1.0,1.0,0.001370603359518943,1.0,1.0,,,,,,
2026,1183184,16208,0.0014464074156771327,1.0,1.0,,,,,,,,,
2027,1183768,16216,0.0014515486603285065,1.0,1.0,,,,,,,,,
2028,1184352,16224,0.0013186618025304358,1.0,1.0,,,,,,,,,
2029,1184936,16232,0.0014638348123062004,1.0,1.0,,,,,,,,,
2030,1185520,16240,0.0012811763661378728,1.0,1.0,,,,,,,,,
2031,1186104,16248,0.0014499621155103736,1.0,1.0,,,,,,,,,
2032,1186688,16256,0.0013732731614254994,1.0,1.0,,,,,,,,,
2033,1187272,16264,0.0014182121784357467,1.0,1.0,0.0013092494085085004,1.0,1.0,,,,,,
2034,1187856,16272,0.0012856913224695127,1.0,1.0,,,,,,,,,
2035,1188440,16280,0.001375801243839698,1.0,1.0,,,,,,,,,
2036,1189024,16288,0.0012738805188738872,1.0,1.0,,,,,,,,,
2037,1189608,16296,0.001345726334619113,1.0,1.0,,,,,,,,,
2038,1190192,16304,0.0012625227534708292,1.0,1.0,,,,,,,,,
2039,1190776,16312,0.001293479371566887,1.0,1.0,,,,,,,,,
2040,1191360,16320,0.0012735713733647426,1.0,1.0,,,,,,,,,
2041,1191944,16328,0.0013506204773166602,1.0,1.0,0.0013055315428955347,1.0,1.0,,,,,,
2042,1192528,16336,0.0012795445524934658,1.0,1.0,,,,,,,,,
2043,1193112,16344,0.0013286844893911904,1.0,1.0,,,,,,,,,
2044,1193696,16352,0.0013309174661902852,1.0,1.0,,,,,,,,,
2045,1194280,16360,0.0014749568289993402,1.0,1.0,,,,,,,,,
2046,1194864,16368,0.0012725858041492896,1.0,1.0,,,,,,,,,
2047,1195448,16376,0.0012876954808796008,1.0,1.0,,,,,,,,,
2048,1196032,16384,0.0013840870165202064,1.0,1.0,,,,,,,,,
2049,1196616,16392,0.0013805081316180243,1.0,1.0,0.001316926069367104,1.0,1.0,,,,,,
2050,1197200,16400,0.0013491512839518569,1.0,1.0,,,,,,,,,
2051,1197784,16408,0.0014294120565998907,1.0,1.0,,,,,,,,,
2052,1198368,16416,0.0012956693843158512,1.0,1.0,,,,,,,,,
2053,1198952,16424,0.001239761006949833,1.0,1.0,,,,,,,,,
2054,1199536,16432,0.0013656722280456128,1.0,1.0,,,,,,,,,
2055,1200120,16440,0.0013362724510328535,1.0,1.0,,,,,,,,,
2056,1200704,16448,0.0013152822243631917,1.0,1.0,,,,,,,,,
2057,1201288,16456,0.0013356273165699545,1.0,1.0,0.0014277968891800818,1.0,1.0,,,,,,
2058,1201872,16464,0.0013863031996931836,1.0,1.0,,,,,,,,,
2059,1202456,16472,0.0013039858897111447,1.0,1.0,,,,,,,,,
2060,1203040,16480,0.001379536020486499,1.0,1.0,,,,,,,,,
2061,1203624,16488,0.001472209612499132,1.0,1.0,,,,,,,,,
2062,1204208,16496,0.0013946512876845596,1.0,1.0,,,,,,,,,
2063,1204792,16504,0.0015242876915023075,1.0,1.0,,,,,,,,,
2064,1205376,16512,0.001456041460684143,1.0,1.0,,,,,,,,,
2065,1205960,16520,0.0014030709766754796,1.0,1.0,0.0013801352063067163,1.0,1.0,,,,,,
2066,1206544,16528,0.0013296933658769811,1.0,1.0,,,,,,,,,
2067,1207128,16536,0.001288903549741653,1.0,1.0,,,,,,,,,
2068,1207712,16544,0.0013374496061232194,1.0,1.0,,,,,,,,,
2069,1208296,16552,0.0013275293299162192,1.0,1.0,,,,,,,,,
2070,1208880,16560,0.0012847527199206475,1.0,1.0,,,,,,,,,
2071,1209464,16568,0.0014149097760014972,1.0,1.0,,,,,,,,,
2072,1210048,16576,0.0012950141151510971,1.0,1.0,,,,,,,,,
2073,1210632,16584,0.0014487638942458367,1.0,1.0,0.0014086774302745745,1.0,1.0,,,,,,
2074,1211216,16592,0.0013529182810170623,1.0,1.0,,,,,,,,,
2075,1211800,16600,0.001442682302751552,1.0,1.0,,,,,,,,,
2076,1212384,16608,0.0014577596176436568,1.0,1.0,,,,,,,,,
2077,1212968,16616,0.0013276534243914474,1.0,1.0,,,,,,,,,
2078,1213552,16624,0.00129040698672474,1.0,1.0,,,,,,,,,
2079,1214136,16632,0.0013628010220689687,1.0,1.0,,,,,,,,,
2080,1214720,16640,0.0013129851291551011,1.0,1.0,,,,,,,,,
2081,1215304,16648,0.0014973524408872215,1.0,1.0,0.001397502347787188,1.0,1.0,,,,,,
2082,1215888,16656,0.0013256799942669075,1.0,1.0,,,,,,,,,
2083,1216472,16664,0.001423294977411947,1.0,1.0,,,,,,,,,
2084,1217056,16672,0.0013109836408368135,1.0,1.0,,,,,,,,,
2085,1217640,16680,0.0013394401639367083,1.0,1.0,,,,,,,,,
2086,1218224,16688,0.00138681361254308,1.0,1.0,,,,,,,,,
2087,1218808,16696,0.0013588998247950064,1.0,1.0,,,,,,,,,
2088,1219392,16704,0.001379742533323005,1.0,1.0,,,,,,,,,
2089,1219976,16712,0.001349011927077752,1.0,1.0,0.0013262944084075307,1.0,1.0,,,,,,
2090,1220560,16720,0.0014014835748028095,1.0,1.0,,,,,,,,,
2091,1221144,16728,0.001320252129837351,1.0,1.0,,,,,,,,,
2092,1221728,16736,0.0013635556959940825,1.0,1.0,,,,,,,,,
2093,1222312,16744,0.0013210821717687857,1.0,1.0,,,,,,,,,
2094,1222896,16752,0.0013808275207258843,1.0,1.0,,,,,,,,,
2095,1223480,16760,0.0013712759299154993,1.0,1.0,,,,,,,,,
2096,1224064,16768,0.0014031968531182353,1.0,1.0,,,,,,,,,
2097,1224648,16776,0.0012980545615681432,1.0,1.0,0.0013831908270204795,1.0,1.0,,,,,,
2098,1225232,16784,0.001361779018759817,1.0,1.0,,,,,,,,,
2099,1225816,16792,0.0013094817066784722,1.0,1.0,,,,,,,,,
2100,1226400,16800,0.0014806096852158178,1.0,1.0,,,,,,,,,
2101,1226984,16808,0.0013142955054874664,1.0,1.0,,,,,,,,,
2102,1227568,16816,0.001383654445106514,1.0,1.0,,,,,,,,,
2103,1228152,16824,0.0013092473884706978,1.0,1.0,,,,,,,,,
2104,1228736,16832,0.0013849631783011084,1.0,1.0,,,,,,,,,
2105,1229320,16840,0.0012468626787188056,1.0,1.0,0.0013662967865458835,1.0,1.0,,,,,,
2106,1229904,16848,0.0013474963074816691,1.0,1.0,,,,,,,,,
2107,1230488,16856,0.0013562232385029463,1.0,1.0,,,,,,,,,
2108,1231072,16864,0.0013308000064443286,1.0,1.0,,,,,,,,,
2109,1231656,16872,0.001320717276286265,1.0,1.0,,,,,,,,,
2110,1232240,16880,0.001433387618816943,1.0,1.0,,,,,,,,,
2111,1232824,16888,0.0013197239666928634,1.0,1.0,,,,,,,,,
2112,1233408,16896,0.0012976685625963548,1.0,1.0,,,,,,,,,
2113,1233992,16904,0.0014076861634977746,1.0,1.0,0.0013856270508519428,1.0,1.0,,,,,,
2114,1234576,16912,0.0013512139518891764,1.0,1.0,,,,,,,,,
2115,1235160,16920,0.0012473158475124506,1.0,1.0,,,,,,,,,
2116,1235744,16928,0.0013644419554261133,1.0,1.0,,,,,,,,,
2117,1236328,16936,0.0015321075197571555,1.0,1.0,,,,,,,,,
2118,1236912,16944,0.0012532470663343355,1.0,1.0,,,,,,,,,
2119,1237496,16952,0.0013500417357403727,1.0,1.0,,,,,,,,,
2120,1238080,16960,0.00139688161444676,1.0,1.0,,,,,,,,,
2121,1238664,16968,0.0013652732167981233,1.0,1.0,0.0012691648337730523,1.0,1.0,,,,,,
2122,1239248,16976,0.0014105383343529926,1.0,1.0,,,,,,,,,
2123,1239832,16984,0.0013300336253382838,1.0,1.0,,,,,,,,,
2124,1240416,16992,0.001333617509328856,1.0,1.0,,,,,,,,,
2125,1241000,17000,0.0012999449874581592,1.0,1.0,,,,,,,,,
2126,1241584,17008,0.0012897579282251331,1.0,1.0,,,,,,,,,
2127,1242168,17016,0.0014026124041904313,1.0,1.0,,,,,,,,,
2128,1242752,17024,0.0013687143334797423,1.0,1.0,,,,,,,,,
2129,1243336,17032,0.0013541555908389404,1.0,1.0,0.0013166140057616162,1.0,1.0,,,,,,
2130,1243920,17040,0.001351396797813059,1.0,1.0,,,,,,,,,
2131,1244504,17048,0.001258570144945373,1.0,1.0,,,,,,,,,
2132,1245088,17056,0.0013444513127446624,1.0,1.0,,,,,,,,,
2133,1245672,17064,0.0013220191335714354,1.0,1.0,,,,,,,,,
2134,1246256,17072,0.0013036475394893074,1.0,1.0,,,,,,,,,
2135,1246840,17080,0.0013228838679667364,1.0,1.0,,,,,,,,,
2136,1247424,17088,0.0013063408879357855,1.0,1.0,,,,,,,,,
2137,1248008,17096,0.0014968443888572621,1.0,1.0,0.0016699154476965304,1.0,1.0,,,,,,
2138,1248592,17104,0.0013618378941734942,1.0,1.0,,,,,,,,,
2139,1249176,17112,0.0012856501913053012,1.0,1.0,,,,,,,,,
2140,1249760,17120,0.001482323400881586,1.0,1.0,,,,,,,,,
2141,1250344,17128,0.0014928251869333312,1.0,1.0,,,,,,,,,
2142,1250928,17136,0.0013383536830888026,1.0,1.0,,,,,,,,,
